,Country Code,Date,Measures,Num Measures
2197,AZE,"Feb 12, 2020",No new mitigation,0.0
2198,AZE,"Feb 13, 2020",No new mitigation,0.0
2199,AZE,"Feb 14, 2020",No new mitigation,0.0
2200,AZE,"Feb 15, 2020",No new mitigation,0.0
2201,AZE,"Feb 16, 2020",No new mitigation,0.0
2202,AZE,"Feb 17, 2020",No new mitigation,0.0
2203,AZE,"Feb 18, 2020",No new mitigation,0.0
2204,AZE,"Feb 19, 2020",No new mitigation,0.0
2205,AZE,"Feb 20, 2020",No new mitigation,0.0
2206,AZE,"Feb 21, 2020",No new mitigation,0.0
2207,AZE,"Feb 22, 2020",No new mitigation,0.0
2208,AZE,"Feb 23, 2020",No new mitigation,0.0
2209,AZE,"Feb 24, 2020",No new mitigation,0.0
2210,AZE,"Feb 25, 2020",No new mitigation,0.0
2211,AZE,"Feb 26, 2020",No new mitigation,0.0
2212,AZE,"Feb 27, 2020",No new mitigation,0.0
2213,AZE,"Feb 28, 2020",international travel ban | ,1.0
2214,AZE,"Feb 29, 2020",No new mitigation,1.0
2215,AZE,"Mar 01, 2020",No new mitigation,1.0
2216,AZE,"Mar 02, 2020",school closure | university closure | ,3.0
2217,AZE,"Mar 03, 2020",No new mitigation,3.0
2218,AZE,"Mar 04, 2020",international travel ban | ,4.0
2219,AZE,"Mar 05, 2020",No new mitigation,4.0
2220,AZE,"Mar 06, 2020",No new mitigation,4.0
2221,AZE,"Mar 07, 2020",No new mitigation,4.0
2222,AZE,"Mar 08, 2020",No new mitigation,4.0
2223,AZE,"Mar 09, 2020",No new mitigation,4.0
2224,AZE,"Mar 10, 2020",No new mitigation,4.0
2225,AZE,"Mar 11, 2020",No new mitigation,4.0
2226,AZE,"Mar 12, 2020",No new mitigation,4.0
2227,AZE,"Mar 13, 2020",No new mitigation,4.0
2228,AZE,"Mar 14, 2020",No new mitigation,4.0
2229,AZE,"Mar 15, 2020",No new mitigation,4.0
2230,AZE,"Mar 16, 2020",No new mitigation,4.0
2231,AZE,"Mar 17, 2020",No new mitigation,4.0
2232,AZE,"Mar 18, 2020",No new mitigation,4.0
2233,AZE,"Mar 19, 2020",No new mitigation,4.0
2234,AZE,"Mar 20, 2020",No new mitigation,4.0
2235,AZE,"Mar 21, 2020",No new mitigation,4.0
2236,AZE,"Mar 22, 2020",No new mitigation,4.0
2237,AZE,"Mar 23, 2020",No new mitigation,4.0
2238,AZE,"Mar 24, 2020",No new mitigation,4.0
2239,AZE,"Mar 25, 2020",No new mitigation,4.0
2240,AZE,"Mar 26, 2020",No new mitigation,4.0
2241,AZE,"Mar 27, 2020",No new mitigation,4.0
2242,AZE,"Mar 28, 2020",No new mitigation,4.0
2243,AZE,"Mar 29, 2020",No new mitigation,4.0
2244,AZE,"Mar 30, 2020",No new mitigation,4.0
2245,AZE,"Mar 31, 2020",No new mitigation,4.0
2246,AZE,"Apr 01, 2020",No new mitigation,4.0
2247,JEY,"Dec 17, 2019",No new mitigation,0.0
2248,JEY,"Dec 18, 2019",No new mitigation,0.0
2249,JEY,"Dec 19, 2019",No new mitigation,0.0
2250,JEY,"Dec 20, 2019",No new mitigation,0.0
2251,JEY,"Dec 21, 2019",No new mitigation,0.0
2252,JEY,"Dec 22, 2019",No new mitigation,0.0
2253,JEY,"Dec 23, 2019",No new mitigation,0.0
2254,JEY,"Dec 24, 2019",No new mitigation,0.0
2255,JEY,"Dec 25, 2019",No new mitigation,0.0
2256,JEY,"Dec 26, 2019",No new mitigation,0.0
2257,JEY,"Dec 27, 2019",No new mitigation,0.0
2258,JEY,"Dec 28, 2019",No new mitigation,0.0
2259,JEY,"Dec 29, 2019",No new mitigation,0.0
2260,JEY,"Dec 30, 2019",No new mitigation,0.0
2261,JEY,"Dec 31, 2019",No new mitigation,0.0
2262,JEY,"Jan 01, 2020",No new mitigation,0.0
2263,JEY,"Jan 02, 2020",No new mitigation,0.0
2264,JEY,"Jan 03, 2020",No new mitigation,0.0
2265,JEY,"Jan 04, 2020",No new mitigation,0.0
2266,JEY,"Jan 05, 2020",No new mitigation,0.0
2267,JEY,"Jan 06, 2020",No new mitigation,0.0
2268,JEY,"Jan 07, 2020",No new mitigation,0.0
2269,JEY,"Jan 08, 2020",No new mitigation,0.0
2270,JEY,"Jan 09, 2020",No new mitigation,0.0
2271,JEY,"Jan 10, 2020",No new mitigation,0.0
2272,JEY,"Jan 11, 2020",No new mitigation,0.0
2273,JEY,"Jan 12, 2020",No new mitigation,0.0
2274,JEY,"Jan 13, 2020",No new mitigation,0.0
2275,JEY,"Jan 14, 2020",No new mitigation,0.0
2276,JEY,"Jan 15, 2020",No new mitigation,0.0
2277,JEY,"Jan 16, 2020",No new mitigation,0.0
2278,JEY,"Jan 17, 2020",No new mitigation,0.0
2279,JEY,"Jan 18, 2020",No new mitigation,0.0
2280,JEY,"Jan 19, 2020",No new mitigation,0.0
2281,JEY,"Jan 20, 2020",No new mitigation,0.0
2282,JEY,"Jan 21, 2020",No new mitigation,0.0
2283,JEY,"Jan 22, 2020",No new mitigation,0.0
2284,JEY,"Jan 23, 2020",No new mitigation,0.0
2285,JEY,"Jan 24, 2020",No new mitigation,0.0
2286,JEY,"Jan 25, 2020",No new mitigation,0.0
2287,JEY,"Jan 26, 2020",No new mitigation,0.0
2288,JEY,"Jan 27, 2020",No new mitigation,0.0
2289,JEY,"Jan 28, 2020",No new mitigation,0.0
2290,JEY,"Jan 29, 2020",No new mitigation,0.0
2291,JEY,"Jan 30, 2020",No new mitigation,0.0
2292,JEY,"Jan 31, 2020",No new mitigation,0.0
2293,JEY,"Feb 01, 2020",No new mitigation,0.0
2294,JEY,"Feb 02, 2020",No new mitigation,0.0
2295,JEY,"Feb 03, 2020",No new mitigation,0.0
2296,JEY,"Feb 04, 2020",No new mitigation,0.0
2297,JEY,"Feb 05, 2020",No new mitigation,0.0
2298,JEY,"Feb 06, 2020",No new mitigation,0.0
2299,JEY,"Feb 07, 2020",No new mitigation,0.0
2300,JEY,"Feb 08, 2020",No new mitigation,0.0
2301,JEY,"Feb 09, 2020",No new mitigation,0.0
2302,JEY,"Feb 10, 2020",No new mitigation,0.0
2303,JEY,"Feb 11, 2020",No new mitigation,0.0
2304,JEY,"Feb 12, 2020",No new mitigation,0.0
2305,JEY,"Feb 13, 2020",No new mitigation,0.0
2306,JEY,"Feb 14, 2020",No new mitigation,0.0
2307,JEY,"Feb 15, 2020",No new mitigation,0.0
2308,JEY,"Feb 16, 2020",No new mitigation,0.0
2309,JEY,"Feb 17, 2020",No new mitigation,0.0
2310,JEY,"Feb 18, 2020",No new mitigation,0.0
2311,JEY,"Feb 19, 2020",No new mitigation,0.0
2312,JEY,"Feb 20, 2020",No new mitigation,0.0
2313,JEY,"Feb 21, 2020",No new mitigation,0.0
2314,JEY,"Feb 22, 2020",No new mitigation,0.0
2315,JEY,"Feb 23, 2020",No new mitigation,0.0
2316,JEY,"Feb 24, 2020",No new mitigation,0.0
2317,JEY,"Feb 25, 2020",No new mitigation,0.0
2318,JEY,"Feb 26, 2020",No new mitigation,0.0
2319,JEY,"Feb 27, 2020",No new mitigation,0.0
2320,JEY,"Feb 28, 2020",No new mitigation,0.0
2321,JEY,"Feb 29, 2020",No new mitigation,0.0
2322,JEY,"Mar 01, 2020",No new mitigation,0.0
2323,JEY,"Mar 02, 2020",No new mitigation,0.0
2324,JEY,"Mar 03, 2020",No new mitigation,0.0
2325,JEY,"Mar 04, 2020",No new mitigation,0.0
2326,JEY,"Mar 05, 2020",No new mitigation,0.0
2327,JEY,"Mar 06, 2020",No new mitigation,0.0
2328,JEY,"Mar 07, 2020",No new mitigation,0.0
2329,JEY,"Mar 08, 2020",No new mitigation,0.0
2330,JEY,"Mar 09, 2020",No new mitigation,0.0
2331,JEY,"Mar 10, 2020",case reporting | source tracing | ,2.0
2332,JEY,"Mar 11, 2020",No new mitigation,2.0
2333,JEY,"Mar 12, 2020",No new mitigation,2.0
2334,JEY,"Mar 13, 2020",No new mitigation,2.0
2335,JEY,"Mar 14, 2020",No new mitigation,2.0
2336,JEY,"Mar 15, 2020",No new mitigation,2.0
2337,JEY,"Mar 16, 2020",No new mitigation,2.0
2338,JEY,"Mar 17, 2020",No new mitigation,2.0
2339,JEY,"Mar 18, 2020",No new mitigation,2.0
2340,JEY,"Mar 19, 2020",No new mitigation,2.0
2341,JEY,"Mar 20, 2020",No new mitigation,2.0
2342,JEY,"Mar 21, 2020",No new mitigation,2.0
2343,JEY,"Mar 22, 2020",No new mitigation,2.0
2344,JEY,"Mar 23, 2020",No new mitigation,2.0
2345,JEY,"Mar 24, 2020",No new mitigation,2.0
2346,JEY,"Mar 25, 2020",No new mitigation,2.0
2347,JEY,"Mar 26, 2020",No new mitigation,2.0
2348,JEY,"Mar 27, 2020",No new mitigation,2.0
2349,JEY,"Mar 28, 2020",No new mitigation,2.0
2350,JEY,"Mar 29, 2020",No new mitigation,2.0
2351,JEY,"Mar 30, 2020",No new mitigation,2.0
2352,JEY,"Mar 31, 2020",No new mitigation,2.0
2353,JEY,"Apr 01, 2020",No new mitigation,2.0
2354,MKD,"Dec 17, 2019",No new mitigation,0.0
2355,MKD,"Dec 18, 2019",No new mitigation,0.0
2356,MKD,"Dec 19, 2019",No new mitigation,0.0
2357,MKD,"Dec 20, 2019",No new mitigation,0.0
2358,MKD,"Dec 21, 2019",No new mitigation,0.0
2359,MKD,"Dec 22, 2019",No new mitigation,0.0
2360,MKD,"Dec 23, 2019",No new mitigation,0.0
2361,MKD,"Dec 24, 2019",No new mitigation,0.0
2362,MKD,"Dec 25, 2019",No new mitigation,0.0
2363,MKD,"Dec 26, 2019",No new mitigation,0.0
2364,MKD,"Dec 27, 2019",No new mitigation,0.0
2365,MKD,"Dec 28, 2019",No new mitigation,0.0
2366,MKD,"Dec 29, 2019",No new mitigation,0.0
2367,MKD,"Dec 30, 2019",No new mitigation,0.0
2368,MKD,"Dec 31, 2019",No new mitigation,0.0
2369,MKD,"Jan 01, 2020",No new mitigation,0.0
2370,MKD,"Jan 02, 2020",No new mitigation,0.0
2371,MKD,"Jan 03, 2020",No new mitigation,0.0
2372,MKD,"Jan 04, 2020",No new mitigation,0.0
2373,MKD,"Jan 05, 2020",No new mitigation,0.0
2374,MKD,"Jan 06, 2020",No new mitigation,0.0
2375,MKD,"Jan 07, 2020",No new mitigation,0.0
2376,MKD,"Jan 08, 2020",No new mitigation,0.0
2377,MKD,"Jan 09, 2020",No new mitigation,0.0
2378,MKD,"Jan 10, 2020",No new mitigation,0.0
2379,MKD,"Jan 11, 2020",No new mitigation,0.0
2380,MKD,"Jan 12, 2020",No new mitigation,0.0
2381,MKD,"Jan 13, 2020",No new mitigation,0.0
2382,MKD,"Jan 14, 2020",No new mitigation,0.0
2383,MKD,"Jan 15, 2020",No new mitigation,0.0
2384,MKD,"Jan 16, 2020",No new mitigation,0.0
2385,MKD,"Jan 17, 2020",No new mitigation,0.0
2386,MKD,"Jan 18, 2020",No new mitigation,0.0
2387,MKD,"Jan 19, 2020",No new mitigation,0.0
2388,MKD,"Jan 20, 2020",No new mitigation,0.0
2389,MKD,"Jan 21, 2020",No new mitigation,0.0
2390,MKD,"Jan 22, 2020",No new mitigation,0.0
2391,MKD,"Jan 23, 2020",No new mitigation,0.0
2392,MKD,"Jan 24, 2020",No new mitigation,0.0
2393,MKD,"Jan 25, 2020",No new mitigation,0.0
2394,MKD,"Jan 26, 2020",No new mitigation,0.0
2395,MKD,"Jan 27, 2020",No new mitigation,0.0
2396,MKD,"Jan 28, 2020",No new mitigation,0.0
2397,MKD,"Jan 29, 2020",No new mitigation,0.0
2398,MKD,"Jan 30, 2020",No new mitigation,0.0
2399,MKD,"Jan 31, 2020",No new mitigation,0.0
2400,MKD,"Feb 01, 2020",No new mitigation,0.0
2401,MKD,"Feb 02, 2020",No new mitigation,0.0
2402,MKD,"Feb 03, 2020",No new mitigation,0.0
2403,MKD,"Feb 04, 2020",No new mitigation,0.0
2404,MKD,"Feb 05, 2020",No new mitigation,0.0
2405,MKD,"Feb 06, 2020",No new mitigation,0.0
2406,MKD,"Feb 07, 2020",No new mitigation,0.0
2407,MKD,"Feb 08, 2020",No new mitigation,0.0
2408,MKD,"Feb 09, 2020",No new mitigation,0.0
2409,MKD,"Feb 10, 2020",No new mitigation,0.0
2410,MKD,"Feb 11, 2020",No new mitigation,0.0
2411,MKD,"Feb 12, 2020",No new mitigation,0.0
2412,MKD,"Feb 13, 2020",No new mitigation,0.0
2413,MKD,"Feb 14, 2020",No new mitigation,0.0
2414,MKD,"Feb 15, 2020",No new mitigation,0.0
2415,MKD,"Feb 16, 2020",No new mitigation,0.0
2416,MKD,"Feb 17, 2020",No new mitigation,0.0
2417,MKD,"Feb 18, 2020",No new mitigation,0.0
2418,MKD,"Feb 19, 2020",No new mitigation,0.0
2419,MKD,"Feb 20, 2020",No new mitigation,0.0
2420,MKD,"Feb 21, 2020",No new mitigation,0.0
2421,MKD,"Feb 22, 2020",No new mitigation,0.0
2422,MKD,"Feb 23, 2020",No new mitigation,0.0
2423,MKD,"Feb 24, 2020",No new mitigation,0.0
2424,MKD,"Feb 25, 2020",No new mitigation,0.0
2425,MKD,"Feb 26, 2020",case reporting | first case | source tracing | ,3.0
2426,MKD,"Feb 27, 2020",No new mitigation,3.0
2427,MKD,"Feb 28, 2020",No new mitigation,3.0
2428,MKD,"Feb 29, 2020",No new mitigation,3.0
2429,MKD,"Mar 01, 2020",No new mitigation,3.0
2430,MKD,"Mar 02, 2020",No new mitigation,3.0
2431,MKD,"Mar 03, 2020",No new mitigation,3.0
2432,MKD,"Mar 04, 2020",No new mitigation,3.0
2433,MKD,"Mar 05, 2020",No new mitigation,3.0
2434,MKD,"Mar 06, 2020",No new mitigation,3.0
2435,MKD,"Mar 07, 2020",No new mitigation,3.0
2436,MKD,"Mar 08, 2020",No new mitigation,3.0
2437,MKD,"Mar 09, 2020",No new mitigation,3.0
2438,MKD,"Mar 10, 2020",school closure | university closure | ,5.0
2439,MKD,"Mar 11, 2020",No new mitigation,5.0
2440,MKD,"Mar 12, 2020",No new mitigation,5.0
2441,MKD,"Mar 13, 2020",international travel ban | risk countries | ,7.0
2442,MKD,"Mar 14, 2020",No new mitigation,7.0
2443,MKD,"Mar 15, 2020",No new mitigation,7.0
2444,MKD,"Mar 16, 2020",No new mitigation,7.0
2445,MKD,"Mar 17, 2020",No new mitigation,7.0
2446,MKD,"Mar 18, 2020",No new mitigation,7.0
2447,MKD,"Mar 19, 2020",No new mitigation,7.0
2448,MKD,"Mar 20, 2020",No new mitigation,7.0
2449,MKD,"Mar 21, 2020",No new mitigation,7.0
2450,MKD,"Mar 22, 2020",No new mitigation,7.0
2451,MKD,"Mar 23, 2020",No new mitigation,7.0
2452,MKD,"Mar 24, 2020",No new mitigation,7.0
2453,MKD,"Mar 25, 2020",No new mitigation,7.0
2454,MKD,"Mar 26, 2020",No new mitigation,7.0
2455,MKD,"Mar 27, 2020",No new mitigation,7.0
2456,MKD,"Mar 28, 2020",No new mitigation,7.0
2457,MKD,"Mar 29, 2020",No new mitigation,7.0
2458,MKD,"Mar 30, 2020",No new mitigation,7.0
2459,MKD,"Mar 31, 2020",No new mitigation,7.0
2460,MKD,"Apr 01, 2020",No new mitigation,7.0
2461,SMR,"Dec 17, 2019",No new mitigation,0.0
2462,SMR,"Dec 18, 2019",No new mitigation,0.0
2463,SMR,"Dec 19, 2019",No new mitigation,0.0
2464,SMR,"Dec 20, 2019",No new mitigation,0.0
2465,SMR,"Dec 21, 2019",No new mitigation,0.0
2466,SMR,"Dec 22, 2019",No new mitigation,0.0
2467,SMR,"Dec 23, 2019",No new mitigation,0.0
2468,SMR,"Dec 24, 2019",No new mitigation,0.0
2469,SMR,"Dec 25, 2019",No new mitigation,0.0
2470,SMR,"Dec 26, 2019",No new mitigation,0.0
2471,SMR,"Dec 27, 2019",No new mitigation,0.0
2472,SMR,"Dec 28, 2019",No new mitigation,0.0
2473,SMR,"Dec 29, 2019",No new mitigation,0.0
2474,SMR,"Dec 30, 2019",No new mitigation,0.0
2475,SMR,"Dec 31, 2019",No new mitigation,0.0
2476,SMR,"Jan 01, 2020",No new mitigation,0.0
2477,SMR,"Jan 02, 2020",No new mitigation,0.0
2478,SMR,"Jan 03, 2020",No new mitigation,0.0
2479,SMR,"Jan 04, 2020",No new mitigation,0.0
2480,SMR,"Jan 05, 2020",No new mitigation,0.0
2481,SMR,"Jan 06, 2020",No new mitigation,0.0
2482,SMR,"Jan 07, 2020",No new mitigation,0.0
2483,SMR,"Jan 08, 2020",No new mitigation,0.0
2484,SMR,"Jan 09, 2020",No new mitigation,0.0
2485,SMR,"Jan 10, 2020",No new mitigation,0.0
2486,SMR,"Jan 11, 2020",No new mitigation,0.0
2487,SMR,"Jan 12, 2020",No new mitigation,0.0
2488,SMR,"Jan 13, 2020",No new mitigation,0.0
2489,SMR,"Jan 14, 2020",No new mitigation,0.0
2490,SMR,"Jan 15, 2020",No new mitigation,0.0
2491,SMR,"Jan 16, 2020",No new mitigation,0.0
2492,SMR,"Jan 17, 2020",No new mitigation,0.0
2493,SMR,"Jan 18, 2020",No new mitigation,0.0
2494,SMR,"Jan 19, 2020",No new mitigation,0.0
2495,SMR,"Jan 20, 2020",No new mitigation,0.0
2496,SMR,"Jan 21, 2020",No new mitigation,0.0
2497,SMR,"Jan 22, 2020",No new mitigation,0.0
2498,SMR,"Jan 23, 2020",No new mitigation,0.0
2499,SMR,"Jan 24, 2020",No new mitigation,0.0
2500,SMR,"Jan 25, 2020",No new mitigation,0.0
2501,SMR,"Jan 26, 2020",No new mitigation,0.0
2502,SMR,"Jan 27, 2020",No new mitigation,0.0
2503,SMR,"Jan 28, 2020",No new mitigation,0.0
2504,SMR,"Jan 29, 2020",No new mitigation,0.0
2505,SMR,"Jan 30, 2020",No new mitigation,0.0
2506,SMR,"Jan 31, 2020",No new mitigation,0.0
2507,SMR,"Feb 01, 2020",No new mitigation,0.0
2508,SMR,"Feb 02, 2020",No new mitigation,0.0
2509,SMR,"Feb 03, 2020",No new mitigation,0.0
2510,SMR,"Feb 04, 2020",No new mitigation,0.0
2511,SMR,"Feb 05, 2020",No new mitigation,0.0
2512,SMR,"Feb 06, 2020",No new mitigation,0.0
2513,SMR,"Feb 07, 2020",No new mitigation,0.0
2514,SMR,"Feb 08, 2020",No new mitigation,0.0
2515,SMR,"Feb 09, 2020",No new mitigation,0.0
2516,SMR,"Feb 10, 2020",No new mitigation,0.0
2517,SMR,"Feb 11, 2020",No new mitigation,0.0
2518,SMR,"Feb 12, 2020",No new mitigation,0.0
2519,SMR,"Feb 13, 2020",No new mitigation,0.0
2520,SMR,"Feb 14, 2020",No new mitigation,0.0
2521,SMR,"Feb 15, 2020",No new mitigation,0.0
2522,SMR,"Feb 16, 2020",No new mitigation,0.0
2523,SMR,"Feb 17, 2020",No new mitigation,0.0
2524,SMR,"Feb 18, 2020",No new mitigation,0.0
2525,SMR,"Feb 19, 2020",No new mitigation,0.0
2526,SMR,"Feb 20, 2020",No new mitigation,0.0
2527,SMR,"Feb 21, 2020",No new mitigation,0.0
2528,SMR,"Feb 22, 2020",No new mitigation,0.0
2529,SMR,"Feb 23, 2020",No new mitigation,0.0
2530,SMR,"Feb 24, 2020",No new mitigation,0.0
2531,SMR,"Feb 25, 2020",No new mitigation,0.0
2532,SMR,"Feb 26, 2020",No new mitigation,0.0
2533,SMR,"Feb 27, 2020",case reporting | first case | source tracing | ,3.0
2534,SMR,"Feb 28, 2020",No new mitigation,3.0
2535,SMR,"Feb 29, 2020",No new mitigation,3.0
2536,SMR,"Mar 01, 2020",No new mitigation,3.0
2537,SMR,"Mar 02, 2020",No new mitigation,3.0
2538,SMR,"Mar 03, 2020",No new mitigation,3.0
2539,SMR,"Mar 04, 2020",No new mitigation,3.0
2540,SMR,"Mar 05, 2020",No new mitigation,3.0
2541,SMR,"Mar 06, 2020",No new mitigation,3.0
2542,SMR,"Mar 07, 2020",No new mitigation,3.0
2543,SMR,"Mar 08, 2020",Tracking coronavirus patients through their cellphones. | contact tracing | ,5.0
2544,SMR,"Mar 09, 2020",No new mitigation,5.0
2545,SMR,"Mar 10, 2020",No new mitigation,5.0
2546,SMR,"Mar 11, 2020",No new mitigation,5.0
2547,SMR,"Mar 12, 2020",No new mitigation,5.0
2548,SMR,"Mar 13, 2020",No new mitigation,5.0
2549,SMR,"Mar 14, 2020",blanket house confinement | ,6.0
2550,SMR,"Mar 15, 2020",No new mitigation,6.0
2551,SMR,"Mar 16, 2020",No new mitigation,6.0
2552,SMR,"Mar 17, 2020",No new mitigation,6.0
2553,SMR,"Mar 18, 2020",No new mitigation,6.0
2554,SMR,"Mar 19, 2020",No new mitigation,6.0
2555,SMR,"Mar 20, 2020",No new mitigation,6.0
2556,SMR,"Mar 21, 2020",No new mitigation,6.0
2557,SMR,"Mar 22, 2020",No new mitigation,6.0
2558,SMR,"Mar 23, 2020",No new mitigation,6.0
2559,SMR,"Mar 24, 2020",No new mitigation,6.0
2560,SMR,"Mar 25, 2020",No new mitigation,6.0
2561,SMR,"Mar 26, 2020",No new mitigation,6.0
2562,SMR,"Mar 27, 2020",No new mitigation,6.0
2563,SMR,"Mar 28, 2020",No new mitigation,6.0
2564,SMR,"Mar 29, 2020",No new mitigation,6.0
2565,SMR,"Mar 30, 2020",No new mitigation,6.0
2566,SMR,"Mar 31, 2020",No new mitigation,6.0
2567,SMR,"Apr 01, 2020",No new mitigation,6.0
2568,VAT,"Dec 17, 2019",No new mitigation,0.0
2569,VAT,"Dec 18, 2019",No new mitigation,0.0
2570,VAT,"Dec 19, 2019",No new mitigation,0.0
2571,VAT,"Dec 20, 2019",No new mitigation,0.0
2572,VAT,"Dec 21, 2019",No new mitigation,0.0
2573,VAT,"Dec 22, 2019",No new mitigation,0.0
2574,VAT,"Dec 23, 2019",No new mitigation,0.0
2575,VAT,"Dec 24, 2019",No new mitigation,0.0
2576,VAT,"Dec 25, 2019",No new mitigation,0.0
2577,VAT,"Dec 26, 2019",No new mitigation,0.0
2578,VAT,"Dec 27, 2019",No new mitigation,0.0
2579,VAT,"Dec 28, 2019",No new mitigation,0.0
2580,VAT,"Dec 29, 2019",No new mitigation,0.0
2581,VAT,"Dec 30, 2019",No new mitigation,0.0
2582,VAT,"Dec 31, 2019",No new mitigation,0.0
2583,VAT,"Jan 01, 2020",No new mitigation,0.0
2584,VAT,"Jan 02, 2020",No new mitigation,0.0
2585,VAT,"Jan 03, 2020",No new mitigation,0.0
2586,VAT,"Jan 04, 2020",No new mitigation,0.0
2587,VAT,"Jan 05, 2020",No new mitigation,0.0
2588,VAT,"Jan 06, 2020",No new mitigation,0.0
2589,VAT,"Jan 07, 2020",No new mitigation,0.0
2590,VAT,"Jan 08, 2020",No new mitigation,0.0
2591,VAT,"Jan 09, 2020",No new mitigation,0.0
2592,VAT,"Jan 10, 2020",No new mitigation,0.0
2593,VAT,"Jan 11, 2020",No new mitigation,0.0
2594,VAT,"Jan 12, 2020",No new mitigation,0.0
2595,VAT,"Jan 13, 2020",No new mitigation,0.0
2596,VAT,"Jan 14, 2020",No new mitigation,0.0
2597,VAT,"Jan 15, 2020",No new mitigation,0.0
2598,VAT,"Jan 16, 2020",No new mitigation,0.0
2599,VAT,"Jan 17, 2020",No new mitigation,0.0
2600,VAT,"Jan 18, 2020",No new mitigation,0.0
2601,VAT,"Jan 19, 2020",No new mitigation,0.0
2602,VAT,"Jan 20, 2020",No new mitigation,0.0
2603,VAT,"Jan 21, 2020",No new mitigation,0.0
2604,VAT,"Jan 22, 2020",No new mitigation,0.0
2605,VAT,"Jan 23, 2020",No new mitigation,0.0
2606,VAT,"Jan 24, 2020",No new mitigation,0.0
2607,VAT,"Jan 25, 2020",No new mitigation,0.0
2608,VAT,"Jan 26, 2020",No new mitigation,0.0
2609,VAT,"Jan 27, 2020",No new mitigation,0.0
2610,VAT,"Jan 28, 2020",No new mitigation,0.0
2611,VAT,"Jan 29, 2020",No new mitigation,0.0
2612,VAT,"Jan 30, 2020",No new mitigation,0.0
2613,VAT,"Jan 31, 2020",No new mitigation,0.0
2614,VAT,"Feb 01, 2020",No new mitigation,0.0
2615,VAT,"Feb 02, 2020",No new mitigation,0.0
2616,VAT,"Feb 03, 2020",No new mitigation,0.0
2617,VAT,"Feb 04, 2020",No new mitigation,0.0
2618,VAT,"Feb 05, 2020",No new mitigation,0.0
2619,VAT,"Feb 06, 2020",No new mitigation,0.0
2620,VAT,"Feb 07, 2020",No new mitigation,0.0
2621,VAT,"Feb 08, 2020",No new mitigation,0.0
2622,VAT,"Feb 09, 2020",No new mitigation,0.0
2623,VAT,"Feb 10, 2020",No new mitigation,0.0
2624,VAT,"Feb 11, 2020",No new mitigation,0.0
2625,VAT,"Feb 12, 2020",No new mitigation,0.0
2626,VAT,"Feb 13, 2020",No new mitigation,0.0
2627,VAT,"Feb 14, 2020",No new mitigation,0.0
2628,VAT,"Feb 15, 2020",No new mitigation,0.0
2629,VAT,"Feb 16, 2020",No new mitigation,0.0
2630,VAT,"Feb 17, 2020",No new mitigation,0.0
2631,VAT,"Feb 18, 2020",No new mitigation,0.0
2632,VAT,"Feb 19, 2020",No new mitigation,0.0
2633,VAT,"Feb 20, 2020",No new mitigation,0.0
2634,VAT,"Feb 21, 2020",No new mitigation,0.0
2635,VAT,"Feb 22, 2020",No new mitigation,0.0
2636,VAT,"Feb 23, 2020",No new mitigation,0.0
2637,VAT,"Feb 24, 2020",No new mitigation,0.0
2638,VAT,"Feb 25, 2020",No new mitigation,0.0
2639,VAT,"Feb 26, 2020",No new mitigation,0.0
2640,VAT,"Feb 27, 2020",No new mitigation,0.0
2641,VAT,"Feb 28, 2020",No new mitigation,0.0
2642,VAT,"Feb 29, 2020",No new mitigation,0.0
2643,VAT,"Mar 01, 2020",No new mitigation,0.0
2644,VAT,"Mar 02, 2020",No new mitigation,0.0
2645,VAT,"Mar 03, 2020",No new mitigation,0.0
2646,VAT,"Mar 04, 2020",No new mitigation,0.0
2647,VAT,"Mar 05, 2020",No new mitigation,0.0
2648,VAT,"Mar 06, 2020",No new mitigation,0.0
2649,VAT,"Mar 07, 2020",No new mitigation,0.0
2650,VAT,"Mar 08, 2020",No new mitigation,0.0
2651,VAT,"Mar 09, 2020",No new mitigation,0.0
2652,VAT,"Mar 10, 2020",blanket house confinement | religious activity limitations | social distancing | ,3.0
2653,VAT,"Mar 11, 2020",No new mitigation,3.0
2654,VAT,"Mar 12, 2020",No new mitigation,3.0
2655,VAT,"Mar 13, 2020",No new mitigation,3.0
2656,VAT,"Mar 14, 2020",No new mitigation,3.0
2657,VAT,"Mar 15, 2020",No new mitigation,3.0
2658,VAT,"Mar 16, 2020",No new mitigation,3.0
2659,VAT,"Mar 17, 2020",No new mitigation,3.0
2660,VAT,"Mar 18, 2020",No new mitigation,3.0
2661,VAT,"Mar 19, 2020",No new mitigation,3.0
2662,VAT,"Mar 20, 2020",No new mitigation,3.0
2663,VAT,"Mar 21, 2020",No new mitigation,3.0
2664,VAT,"Mar 22, 2020",No new mitigation,3.0
2665,VAT,"Mar 23, 2020",No new mitigation,3.0
2666,VAT,"Mar 24, 2020",No new mitigation,3.0
2667,VAT,"Mar 25, 2020",No new mitigation,3.0
2668,VAT,"Mar 26, 2020",No new mitigation,3.0
2669,VAT,"Mar 27, 2020",No new mitigation,3.0
2670,VAT,"Mar 28, 2020",No new mitigation,3.0
2671,VAT,"Mar 29, 2020",No new mitigation,3.0
2672,VAT,"Mar 30, 2020",No new mitigation,3.0
2673,VAT,"Mar 31, 2020",No new mitigation,3.0
2674,VAT,"Apr 01, 2020",No new mitigation,3.0
2675,PRK,"Dec 17, 2019",No new mitigation,0.0
